MMSI,NAVSTATUS,ROT,SOG,POSACCURACY,LON,LAT,COG,HEADING,REPORTTIME,IMO,CALLSIGN,NAME,SHIPTYPE,LENGTH,BREADTH,BOW,STERN,PORT,STARBOARD,FIXINGDEVICE,ETA,DEPTH,DESTINATION,MMSI,NAVSTATUS,ROT,SOG,POSACCURACY,LON,LAT,COG,HEADING,REPORTTIME,IMO,CALLSIGN,NAME,SHIPTYPE,LENGTH,BREADTH,BOW,STERN,PORT,STARBOARD,FIXINGDEVICE,ETA,DEPTH,DESTINATION
271000269,0,-128,13.5,0,-5.118174,35.996006,84,84,07-MAY-07 11.42.02 AM,9040936,TCGK,M/v Atasoylar,7,98,14,0,0,0,0,0,05/14 - 09.00,6.6,Diliskelesi Turkey,271000269,0,-128,135,0,-5.118174,35.996006,840,84,07-MAY-07 11.42.02 AM,9040936,TCGK,M/v Atasoylar,7,98,14,0,0,0,0,0,05/14 - 09.00,6.6,Diliskelesi Turkey
304633000,5,-128,0,0,-5.435964,36.137617,282,182,07-MAY-07 11.38.27 AM,9246542,V2BW9,Confianza,7,134,20,0,0,0,0,0,05/07 - 06.00,6.6,Algeciras,304633000,5,-128,0,0,-5.435964,36.137617,2820,182,07-MAY-07 11.38.27 AM,9246542,V2BW9,Confianza,7,134,20,0,0,0,0,0,05/07 - 06.00,6.6,Algeciras
235254000,5,-128,0,0,-5.364507,36.147448,193,180,07-MAY-07 11.31.01 AM,8802870,Z NOR 2,Hebridean Spirit,6,90,15,0,0,0,0,0,05/06 - 10.30,4.2,Gibraltar,235254000,5,-128,0,0,-5.364507,36.147448,1930,180,07-MAY-07 11.31.01 AM,8802870,Z NOR 2,Hebridean Spirit,6,90,15,0,0,0,0,0,05/06 - 10.30,4.2,Gibraltar
375151000,5,-128,0.1,0,-5.431142,36.13101,181,152,07-MAY-07 11.40.09 AM,8711875,J8B3257,Mamola Trader,8,76,14,0,0,0,0,0,04/23 - 17.00,3.5,Algeciras,375151000,5,-128,1,0,-5.431142,36.13101,1810,152,07-MAY-07 11.40.09 AM,8711875,J8B3257,Mamola Trader,8,76,14,0,0,0,0,0,04/23 - 17.00,3.5,Algeciras
371099000,1,-128,0.3,0,-5.319292,36.140715,235,213,07-MAY-07 11.39.26 AM,8008383,3EGL7,Lingegas,8,81,14,0,0,0,0,0,05/06 - 05.40,4.4,Gibraltar,371099000,1,-128,3,0,-5.319292,36.140715,2350,213,07-MAY-07 11.39.26 AM,8008383,3EGL7,Lingegas,8,81,14,0,0,0,0,0,05/06 - 05.40,4.4,Gibraltar
224741000,5,-128,0,0,-4.418823,36.715341,73,339,07-MAY-07 11.34.41 AM,8030178,EDUY,Volcan De Tinache,7,85,16,0,0,0,0,0,05/04 - 20.00,4.5,Malaga,224741000,5,-128,0,0,-4.418823,36.715341,730,339,07-MAY-07 11.34.41 AM,8030178,EDUY,Volcan De Tinache,7,85,16,0,0,0,0,0,05/04 - 20.00,4.5,Malaga
636091064,5,-128,0.1,0,-4.419525,36.703596,188,7,07-MAY-07 11.40.58 AM,9299927,A8JB3,Maersk Seville,7,334,42,0,0,0,0,0,05/09 - 18.00,9.3,Valencia,636091064,5,-128,1,0,-4.419525,36.703596,1880,7,07-MAY-07 11.40.58 AM,9299927,A8JB3,Maersk Seville,7,334,42,0,0,0,0,0,05/09 - 18.00,9.3,Valencia
538070023,5,-128,0,0,-5.362135,36.147508,85,180,07-MAY-07 11.40.23 AM,1006403,V7EP6,Pegasus,37,63,12,0,0,0,0,0,03/31 - 00.00,0,Gibraltar,538070023,5,-128,0,0,-5.362135,36.147508,850,180,07-MAY-07 11.40.23 AM,1006403,V7EP6,Pegasus,37,63,12,0,0,0,0,0,03/31 - 00.00,0,Gibraltar
319667000,5,-128,13.2,0,-4.627427,36.188892,78,71,07-MAY-07 11.42.17 AM,8991267,ZCGD,Monte Carlo,37,40,8,0,0,0,0,0,05/07 - 12.00,2.5,Barcelona,319667000,5,-128,132,0,-4.627427,36.188892,780,71,07-MAY-07 11.42.17 AM,8991267,ZCGD,Monte Carlo,37,40,8,0,0,0,0,0,05/07 - 12.00,2.5,Barcelona
257774000,1,-128,0.2,0,-5.383167,36.130333,184,98,07-MAY-07 11.41.21 AM,9002776,LAKE4,Bergeland,7,338,55,0,0,0,0,0,05/05 - 16.00,12.6,Gibraltar,257774000,1,-128,2,0,-5.383167,36.130333,1840,98,07-MAY-07 11.41.21 AM,9002776,LAKE4,Bergeland,7,338,55,0,0,0,0,0,05/05 - 16.00,12.6,Gibraltar
232003768,5,-128,0.1,0,-5.362687,36.148099,192,67,07-MAY-07 11.41.29 AM,6901488,GYYM,Mumbles,52,34,9,0,0,0,0,0,00/00 - 24.60,4.7,,232003768,5,-128,1,0,-5.362687,36.148099,1920,67,07-MAY-07 11.41.29 AM,6901488,GYYM,Mumbles,52,34,9,0,0,0,0,0,00/00 - 24.60,4.7,
356636000,5,-128,0,0,-5.355348,36.132064,184,67,07-MAY-07 11.41.47 AM,700678000,HO3002,Ocean Alert,9,71,11,0,0,0,0,0,04/30 - 10.00,5.2,Gibraltar,356636000,5,-128,0,0,-5.355348,36.132064,1840,67,07-MAY-07 11.41.47 AM,700678000,HO3002,Ocean Alert,9,71,11,0,0,0,0,0,04/30 - 10.00,5.2,Gibraltar
306386000,1,-128,0,0,-5.420097,36.159155,0,171,07-MAY-07 11.41.48 AM,919368000,PJKR,Pluto,7,194,28,0,0,0,0,0,05/06 - 19.30,8.1,Algeciras,306386000,1,-128,0,0,-5.420097,36.159155,0,171,07-MAY-07 11.41.48 AM,919368000,PJKR,Pluto,7,194,28,0,0,0,0,0,05/06 - 19.30,8.1,Algeciras
431451000,1,-128,0,0,-5.603022,36.006873,206,52,07-MAY-07 11.39.11 AM,9004358,JICO,Corona Reefer,7,0,0,0,0,0,0,0,04/17 - 10.00,3.9,Algeciras,431451000,1,-128,0,0,-5.603022,36.006873,2060,52,07-MAY-07 11.39.11 AM,9004358,JICO,Corona Reefer,7,0,0,0,0,0,0,0,04/17 - 10.00,3.9,Algeciras
215001000,5,-128,0.1,0,-5.361066,36.112968,273,306,07-MAY-07 11.40.42 AM,8223268,9HZJ6,Vemaoil Viii,8,106,16,0,0,0,0,0,02/26 - 11.18,5,Gibraltar,215001000,5,-128,1,0,-5.361066,36.112968,2730,306,07-MAY-07 11.40.42 AM,8223268,9HZJ6,Vemaoil Viii,8,106,16,0,0,0,0,0,02/26 - 11.18,5,Gibraltar
304405000,0,-128,0.1,0,-6.47305,36.754439,45,52,07-MAY-07 11.42.20 AM,7429279,V2BI1,Acs Demonstrator,7,82,13,0,0,0,0,0,05/06 - 12.00,5.5,Sevilla,304405000,0,-128,1,0,-6.47305,36.754439,450,52,07-MAY-07 11.42.20 AM,7429279,V2BI1,Acs Demonstrator,7,82,13,0,0,0,0,0,05/06 - 12.00,5.5,Sevilla
304244000,0,-128,15,0,-5.892015,35.910535,87,88,07-MAY-07 11.42.17 AM,9137739,V2HA6,Bbc Anglia,7,101,16,0,0,0,0,0,05/22 - 06.00,5.4,Ras Laffan,304244000,0,-128,150,0,-5.892015,35.910535,870,88,07-MAY-07 11.42.17 AM,9137739,V2HA6,Bbc Anglia,7,101,16,0,0,0,0,0,05/22 - 06.00,5.4,Ras Laffan
354899000,0,-128,19.1,0,-5.676527,35.910724,92,92,07-MAY-07 11.41.48 AM,9283875,H9NY,Phoenix Leader,7,199,32,0,0,0,0,0,04/11 - 19.00,9,Suez,354899000,0,-128,191,0,-5.676527,35.910724,920,92,07-MAY-07 11.41.48 AM,9283875,H9NY,Phoenix Leader,7,199,32,0,0,0,0,0,04/11 - 19.00,9,Suez
235760000,1,-128,0.1,0,-5.402429,36.093408,290,208,07-MAY-07 11.39.15 AM,9253715,MCDN 3,Methane Princess,8,279,43,0,0,0,0,0,05/05 - 08.00,9.2,Algeciras,235760000,1,-128,1,0,-5.402429,36.093408,2900,208,07-MAY-07 11.39.15 AM,9253715,MCDN 3,Methane Princess,8,279,43,0,0,0,0,0,05/05 - 08.00,9.2,Algeciras
356075000,0,-128,0.4,0,-5.318226,36.130112,258,221,07-MAY-07 11.42.29 AM,6904442,3EKE8,Laieta,8,208,30,0,0,0,0,0,05/07 - 15.00,7.5,Algeciras,356075000,0,-128,4,0,-5.318226,36.130112,2580,221,07-MAY-07 11.42.29 AM,6904442,3EKE8,Laieta,8,208,30,0,0,0,0,0,05/07 - 15.00,7.5,Algeciras
205421000,1,-128,0.1,0,-5.31179,36.12134,92,258,07-MAY-07 11.41.38 AM,9230050,ONCE,Excalibur,8,277,43,0,0,0,0,0,04/21 - 10.00,9,Gibraltar Opl,205421000,1,-128,1,0,-5.31179,36.12134,920,258,07-MAY-07 11.41.38 AM,9230050,ONCE,Excalibur,8,277,43,0,0,0,0,0,04/21 - 10.00,9,Gibraltar Opl
244148000,5,-128,0,0,-5.364039,36.147479,157,180,07-MAY-07 11.39.49 AM,8611180,PIII,Volvox Scaldia,33,81,14,0,0,0,0,0,05/05 - 12.00,4,Gibraltar,244148000,5,-128,0,0,-5.364039,36.147479,1570,180,07-MAY-07 11.39.49 AM,8611180,PIII,Volvox Scaldia,33,81,14,0,0,0,0,0,05/05 - 12.00,4,Gibraltar
123123123,0,-128,0.1,0,-6.327128,36.62629,163,182,07-MAY-07 11.41.46 AM,147258369,0,Cpt Cia,35,0,0,0,0,0,0,0,00/00 - 24.60,25.5,,123123123,0,-128,1,0,-6.327128,36.62629,1630,182,07-MAY-07 11.41.46 AM,147258369,0,Cpt Cia,35,0,0,0,0,0,0,0,00/00 - 24.60,25.5,
269084000,5,-128,0.1,0,-5.4356,36.14142,5,182,07-MAY-07 11.30.40 AM,9311737,HBDU,Maersk Jenaz,7,220,30,0,0,0,0,0,05/15 - 05.00,8.4,Vitoria,269084000,5,-128,1,0,-5.4356,36.14142,50,182,07-MAY-07 11.30.40 AM,9311737,HBDU,Maersk Jenaz,7,220,30,0,0,0,0,0,05/15 - 05.00,8.4,Vitoria
375311000,5,-128,0.1,0,-5.800246,35.787054,110,233,07-MAY-07 11.41.05 AM,7911583,J8XJ6,Chronis,7,80,13,0,0,0,0,0,00/00 - 00.00,6.1,,375311000,5,-128,1,0,-5.800246,35.787054,1100,233,07-MAY-07 11.41.05 AM,7911583,J8XJ6,Chronis,7,80,13,0,0,0,0,0,00/00 - 00.00,6.1,
244321000,0,-128,11,0,-6.387473,36.382917,160,160,07-MAY-07 11.42.41 AM,9306691,PHBX,Tuna,7,89,13,0,0,0,0,0,05/07 - 19.00,5.2,Ceuta,244321000,0,-128,110,0,-6.387473,36.382917,1600,160,07-MAY-07 11.42.41 AM,9306691,PHBX,Tuna,7,89,13,0,0,0,0,0,05/07 - 19.00,5.2,Ceuta
224195530,5,-128,0.1,0,-5.431268,36.131898,186,8,07-MAY-07 11.40.07 AM,9116113,EAES,Jaume Ii,4,81,20,0,0,0,0,0,06/08 - 12.40,3.1,Gibraltar,224195530,5,-128,1,0,-5.431268,36.131898,1860,8,07-MAY-07 11.40.07 AM,9116113,EAES,Jaume Ii,4,81,20,0,0,0,0,0,06/08 - 12.40,3.1,Gibraltar
215294000,5,-128,0.1,0,-5.377111,36.137008,211,102,07-MAY-07 11.38.27 AM,9088108,9HJE7,Vemaoil Xv,8,91,13,0,0,0,0,0,02/02 - 17.00,6.1,Gibraltar,215294000,5,-128,1,0,-5.377111,36.137008,2110,102,07-MAY-07 11.38.27 AM,9088108,9HJE7,Vemaoil Xv,8,91,13,0,0,0,0,0,02/02 - 17.00,6.1,Gibraltar
271000594,5,-128,0.1,0,-5.79932,35.787658,174,49,07-MAY-07 11.40.42 AM,8325896,TCWK,Kaptan Nevzat Kacar,7,185,23,0,0,0,0,0,04/29 - 12.00,9,Tanger,271000594,5,-128,1,0,-5.79932,35.787658,1740,49,07-MAY-07 11.40.42 AM,8325896,TCWK,Kaptan Nevzat Kacar,7,185,23,0,0,0,0,0,04/29 - 12.00,9,Tanger
236369000,1,-128,0,0,-5.368322,36.129007,256,61,07-MAY-07 11.40.44 AM,8033314,ZDHU9,M/t Fos(-.-),39,242,32,0,0,0,0,0,12/28 - 02.00,9.3,Gibraltar,236369000,1,-128,0,0,-5.368322,36.129007,2560,61,07-MAY-07 11.40.44 AM,8033314,ZDHU9,M/t Fos(-.-),39,242,32,0,0,0,0,0,12/28 - 02.00,9.3,Gibraltar
312186000,1,-128,0.1,0,-5.415901,36.111126,16,217,07-MAY-07 11.40.59 AM,7637632,V3ZS2,Lillian,7,81,14,0,0,0,0,0,05/07 - 00.05,5.1,Algeciras,312186000,1,-128,1,0,-5.415901,36.111126,160,217,07-MAY-07 11.40.59 AM,7637632,V3ZS2,Lillian,7,81,14,0,0,0,0,0,05/07 - 00.05,5.1,Algeciras
236053000,5,-128,0.2,0,-5.370815,36.141848,200,117,07-MAY-07 11.40.14 AM,9237163,ZDFU5,Spabunker Twenty,8,73,16,0,0,0,0,0,01/01 - 00.00,5.5,Gibraltar Bay,236053000,5,-128,2,0,-5.370815,36.141848,2000,117,07-MAY-07 11.40.14 AM,9237163,ZDFU5,Spabunker Twenty,8,73,16,0,0,0,0,0,01/01 - 00.00,5.5,Gibraltar Bay
236213000,1,-128,0.1,0,-5.389716,36.175515,273,169,07-MAY-07 11.41.05 AM,9268241,ZDFW5,Willy,8,106,16,0,0,0,0,0,05/07 - 05.00,5.8,Algeciras,236213000,1,-128,1,0,-5.389716,36.175515,2730,169,07-MAY-07 11.41.05 AM,9268241,ZDFW5,Willy,8,106,16,0,0,0,0,0,05/07 - 05.00,5.8,Algeciras
309382000,5,-128,0.1,0,-5.430516,36.137869,173,1,07-MAY-07 11.36.34 AM,9106106,C6QU9,Thundercat 1,4,78,26,0,0,0,0,0,00/00 - 00.00,3.5,Tarifa/tanger/tarifa,309382000,5,-128,1,0,-5.430516,36.137869,1730,1,07-MAY-07 11.36.34 AM,9106106,C6QU9,Thundercat 1,4,78,26,0,0,0,0,0,00/00 - 00.00,3.5,Tarifa/tanger/tarifa
215510000,1,-128,0.4,0,-5.407051,36.119035,64,4,07-MAY-07 11.33.53 AM,8819196,9HRJ7,Runner A,8,167,27,0,0,0,0,0,05/04 - 01.00,10,Algeciras,215510000,1,-128,4,0,-5.407051,36.119035,640,4,07-MAY-07 11.33.53 AM,8819196,9HRJ7,Runner A,8,167,27,0,0,0,0,0,05/04 - 01.00,10,Algeciras
224390000,1,-128,0,0,-5.439026,36.132963,112,18,07-MAY-07 11.39.59 AM,9107203,EBWW,Alcantara Dos,4,79,23,0,0,0,0,0,10/25 - 00.00,0,Algeciras,224390000,1,-128,0,0,-5.439026,36.132963,1120,18,07-MAY-07 11.39.59 AM,9107203,EBWW,Alcantara Dos,4,79,23,0,0,0,0,0,10/25 - 00.00,0,Algeciras
224446000,5,-128,0,0,-4.416618,36.717629,114,250,07-MAY-07 11.40.17 AM,91131599,EAMM,Almudaina,4,96,15,0,0,0,0,0,10/30 - 14.00,2.5,Malaga,224446000,5,-128,0,0,-4.416618,36.717629,1140,250,07-MAY-07 11.40.17 AM,91131599,EAMM,Almudaina,4,96,15,0,0,0,0,0,10/30 - 14.00,2.5,Malaga
219,5,-128,0,0,-6.262566,36.502311,0,137,07-MAY-07 11.34.26 AM,8027781,OZPK2,Peter Faber,33,78,14,0,0,0,0,0,05/05 - 19.00,5,Cadiz,219.000,5,-128,0,0,-6.262566,36.502311,0,137,07-MAY-07 11.34.26 AM,8027781,OZPK2,Peter Faber,33,78,14,0,0,0,0,0,05/05 - 19.00,5,Cadiz
538001578,0,-128,15.5,0,-4.964339,36.15094,77,80,07-MAY-07 11.41.44 AM,9215086,V7CY5,Rhone,8,182,28,0,0,0,0,0,05/09 - 19.00,7.4,Sarroch,538001578,0,-128,155,0,-4.964339,36.15094,770,80,07-MAY-07 11.41.44 AM,9215086,V7CY5,Rhone,8,182,28,0,0,0,0,0,05/09 - 19.00,7.4,Sarroch
319854000,5,-128,0,0,-5.269975,36.288113,0,21,07-MAY-07 11.41.58 AM,1000447,ZCIP8,Va Bene,9,50,10,0,0,0,0,0,11/07 - 12.00,3.5,Bvi,319854000,5,-128,0,0,-5.269975,36.288113,0,21,07-MAY-07 11.41.58 AM,1000447,ZCIP8,Va Bene,9,50,10,0,0,0,0,0,11/07 - 12.00,3.5,Bvi
220156000,0,-128,16.7,0,-6.558942,35.453402,42,43,07-MAY-07 11.39.45 AM,8820004,OUVE2,Troense Maersk,7,162,28,0,0,0,0,0,05/07 - 23.00,7,Malaga,220156000,0,-128,167,0,-6.558942,35.453402,420,43,07-MAY-07 11.39.45 AM,8820004,OUVE2,Troense Maersk,7,162,28,0,0,0,0,0,05/07 - 23.00,7,Malaga
224116370,0,-128,0.1,0,-5.603135,36.008615,228,229,07-MAY-07 11.40.40 AM,0,EA7028,Salvamar Alkaid,51,0,0,0,0,0,0,0,00/00 - 24.60,1.1,No Destination,224116370,0,-128,1,0,-5.603135,36.008615,2280,229,07-MAY-07 11.40.40 AM,0,EA7028,Salvamar Alkaid,51,0,0,0,0,0,0,0,00/00 - 24.60,1.1,No Destination
248271000,0,-128,12.2,0,-6.485945,35.957678,105,103,07-MAY-07 11.41.52 AM,8105428,9HXS5,Tk Odessa,7,109,16,0,0,0,0,0,05/09 - 12.00,7.4,Alger,248271000,0,-128,122,0,-6.485945,35.957678,1050,103,07-MAY-07 11.41.52 AM,8105428,9HXS5,Tk Odessa,7,109,16,0,0,0,0,0,05/09 - 12.00,7.4,Alger
255802470,8,-128,6.7,0,-6.831247,36.22511,288,288,07-MAY-07 11.39.15 AM,9030474,CQPV,Lass Moon,7,75,11,0,0,0,0,0,05/13 - 10.00,4.3,La Rochelle,255802470,8,-128,67,0,-6.831247,36.22511,2880,288,07-MAY-07 11.39.15 AM,9030474,CQPV,Lass Moon,7,75,11,0,0,0,0,0,05/13 - 10.00,4.3,La Rochelle
304262000,5,-128,0.1,0,-6.181045,36.493506,171,149,07-MAY-07 11.41.07 AM,9141053,V2JA8,North Express,7,118,20,0,0,0,0,0,04/19 - 07.00,4,Cadiz,304262000,5,-128,1,0,-6.181045,36.493506,1710,149,07-MAY-07 11.41.07 AM,9141053,V2JA8,North Express,7,118,20,0,0,0,0,0,04/19 - 07.00,4,Cadiz
247187700,5,-128,0,0,-6.290318,36.534687,44,44,07-MAY-07 11.40.57 AM,9334856,ICDH,Aidadiva,6,252,38,0,0,0,0,0,05/07 - 06.00,7.2,Cadiz  Spain,247187700,5,-128,0,0,-6.290318,36.534687,440,44,07-MAY-07 11.40.57 AM,9334856,ICDH,Aidadiva,6,252,38,0,0,0,0,0,05/07 - 06.00,7.2,Cadiz  Spain
215197000,0,-128,7.1,0,-4.180566,36.179342,262,262,07-MAY-07 11.42.35 AM,9076466,9HVJ5,Midland 1,7,140,16,0,0,0,0,0,05/08 - 12.00,4.7,Sevilla,215197000,0,-128,71,0,-4.180566,36.179342,2620,262,07-MAY-07 11.42.35 AM,9076466,9HVJ5,Midland 1,7,140,16,0,0,0,0,0,05/08 - 12.00,4.7,Sevilla
636012923,0,-128,8.8,0,-4.38719,36.144722,260,261,07-MAY-07 11.36.11 AM,8206533,A8JD6,Valentia,7,89,19,0,0,0,0,0,,5,,636012923,0,-128,88,0,-4.38719,36.144722,2600,261,07-MAY-07 11.36.11 AM,8206533,A8JD6,Valentia,7,89,19,0,0,0,0,0,,5,
242904000,5,-128,3.2,0,-5.49072,35.897205,51,51,07-MAY-07 11.42.30 AM,9370161,CNA4275,Abeille Dalia,52,28,10,0,0,0,0,0,03/22 - 00.00,5,Tanger Med,242904000,5,-128,32,0,-5.49072,35.897205,510,51,07-MAY-07 11.42.30 AM,9370161,CNA4275,Abeille Dalia,52,28,10,0,0,0,0,0,03/22 - 00.00,5,Tanger Med
242903000,15,-128,6.1,0,-5.493265,35.898498,200,200,07-MAY-07 11.42.01 AM,9366718,CNA4276,Abeille Cires,9,28,10,0,0,0,0,0,02/24 - 10.00,4.6,None,242903000,15,-128,61,0,-5.493265,35.898498,2000,200,07-MAY-07 11.42.01 AM,9366718,CNA4276,Abeille Cires,9,28,10,0,0,0,0,0,02/24 - 10.00,4.6,None
235011570,5,-128,0.1,0,-6.286672,36.537611,297,44,07-MAY-07 11.32.06 AM,9313228,MNVK9,Barmbek,7,169,27,0,0,0,0,0,05/06 - 12.00,8.8,Cadiz.spain,235011570,5,-128,1,0,-6.286672,36.537611,2970,44,07-MAY-07 11.32.06 AM,9313228,MNVK9,Barmbek,7,169,27,0,0,0,0,0,05/06 - 12.00,8.8,Cadiz.spain
235054473,5,-128,0.1,0,-5.354837,36.148797,161,104,07-MAY-07 11.40.34 AM,0,MRMY4,No Escape,37,45,9,0,0,0,0,0,03/29 - 19.30,2.5,Gibraltar Marina Bay,235054473,5,-128,1,0,-5.354837,36.148797,1610,104,07-MAY-07 11.40.34 AM,0,MRMY4,No Escape,37,45,9,0,0,0,0,0,03/29 - 19.30,2.5,Gibraltar Marina Bay
257730000,1,-128,0.3,0,-6.332188,36.5715,82,347,07-MAY-07 11.39.54 AM,9155808,LAQK5,Front Brabant,8,267,46,0,0,0,0,0,05/19 - 16.00,5.5,Cadiz,257730000,1,-128,3,0,-6.332188,36.5715,820,347,07-MAY-07 11.39.54 AM,9155808,LAQK5,Front Brabant,8,267,46,0,0,0,0,0,05/19 - 16.00,5.5,Cadiz
